atlas_year,quad_prefix,quad_suffix,sr,percent_conf,night_survey,complete,effort_hr,travel_hr,effort_mi
1996,,,8,100,,,,,
1996,4208767,CW,1,100,,,,,
1996,,,4,100,,,,,
1996,,,8,87,,,,,
1996,4208767,SW,5,100,,,,,
1996,4509153,CE,38,26,N,N,33.75,6.75,135
1996,4409125,SE,1,,,,,,
1996,4508887,CE,1,100,,,,,
1996,4209171,SW,1,100,,,,,
1996,4409251,SW,2,,N,N,0.5,3,188
1996,4409114,CE,3,100,N,N,4,2,52
1996,4409251,CE,39,15,N,N,2.5,2,120
1996,4208983,CE,11,63,N,N,6.5,1.25,10
1996,4208981,CE,35,62,N,N,15.5,9.5,437
1996,4208986,CE,44,18,N,,13,4,160
1996,4308912,CE,60,10,N,N,10.5,13.5,218
1996,4308914,CE,20,70,N,N,23,6.4,83.5
1996,4308915,CE,10,30,N,N,1.7,0.3,7
1996,4308916,CE,41,9,N,Y,18,35.5,190
1996,4208985,CE,56,19,N,N,7.75,8.67,95.6
1996,4308917,CE,57,22,N,N,8.5,1,22
1996,4308926,CE,100,35,Y,N,39,4.85,248
1996,4308927,CE,34,14,Y,N,14,14,840
1996,4208987,CE,57,17,N,N,19,10.5,330
1995,4408842,CE,20,60,N,N,7,0,15
1996,4308937,SW,10,100,,N,,,
1996,4208987,NW,42,11,Y,N,24,6,512
1996,4508722,SW,51,47,Y,N,120,15.5,583
1996,4508711,CW,47,19,N,N,27,0,0
1996,4508713,CE,14,35,Y,N,4,0,34
1996,4508712,SE,13,7,N,N,3.5,0,82
1996,4508712,CE,19,26,N,N,16.5,4,128
1996,4408773,NE,68,4,N,N,6,0,50
1996,4408775,CE,66,15,Y,N,36,35.7,27.5
1996,4208881,CE,4,100,,,9,0,0
1996,4308811,CE,15,33,N,N,5,0,30
1996,4308728,CE,7,71,N,,8,2.75,43
1996,4308718,NE,18,44,N,N,16,18,15
1996,4308821,SE,22,31,,N,15,2,46
1996,4308728,CE,10,100,N,,40,0,0
1996,4208788,CE,25,12,N,N,9,7,55
1996,4208788,CW,44,9,,,14.25,4.25,34
1996,4308947,CE,10,70,N,N,25,0,0
1996,4309032,CE,20,15,N,N,3,5,0
1996,4309041,CE,40,20,N,N,3,3,120
1996,4308728,NE,47,10,N,,8,0,0
1996,4208974,NW,40,50,N,N,38.4,15,565
1996,4308927,NE,34,55,N,,34.5,0,305
1996,4308925,NE,104,18,Y,Y,0,0,0
1996,4309051,CE,57,17,N,N,7.1,7.5,240
1996,4408774,CE,102,36,Y,N,55,13.02,520
1996,4409241,CW,25,12,N,N,1.5,6,362
1996,4409241,NW,31,6,N,N,2,6,362
1996,4409156,CE,47,25,Y,,0,3.5,70
1996,4409122,CE,43,20,Y,,19,5.45,158
1996,4309032,SE,42,57,Y,N,,,
1996,4308913,SW,60,31,N,N,39,0,80
1996,4309042,CE,57,10,N,N,3,3,120
1996,4309031,CE,67,14,N,Y,16,24,780
1996,4309022,CE,84,42,Y,,89,42,1875
1996,4409241,CE,38,18,N,N,6,7,428
1996,4409126,CE,53,13,N,N,16.5,2.5,147
1996,4409145,CE,60,50,N,Y,28.5,4,185
1996,4409144,CE,63,57,N,Y,27,5.5,255
1996,4409167,CE,53,37,Y,,11,2,68
1996,4409142,CE,71,53,Y,Y,23.5,4.25,217
1996,4409143,CE,73,47,Y,Y,22.5,6.25,318
1996,4409146,CE,73,46,N,Y,28.5,6,299
1996,4409152,CE,71,47,Y,Y,28.5,7.5,310
1996,4409153,CE,72,45,Y,Y,32,8,368
1996,4409154,CE,68,48,Y,Y,27.5,5.5,302
1996,4409158,CE,64,51,N,Y,23,4,233
1996,4409155,CE,73,52,Y,Y,28.25,5.25,225
1996,4409157,CE,73,46,Y,Y,28,5.25,215
1996,4409261,CE,71,56,N,Y,23,5,251
1996,4408755,SW,84,11,N,N,19.5,14,729
1996,4409127,CE,74,10,Y,N,0,0,0
1996,4508768,SE,13,100,Y,N,,,
1996,4508768,CE,48,45,Y,N,23,9.5,950
1996,4508832,CE,81,44,Y,N,22,0,0
1996,4508727,CE,70,48,Y,N,25,0,0
1996,4508843,CE,76,43,Y,N,25,0,0
1996,4508853,CE,74,52,Y,N,23.5,0,0
1996,4508842,CE,84,47,Y,N,24,0,0
1996,4508737,SE,81,37,N,N,22.5,0,0
1996,4508831,CE,79,48,N,N,24,0,0
1996,4508738,CE,88,44,N,N,26.5,0,0
1996,4508851,CE,96,55,N,N,24.5,0,0
1996,4508852,CE,89,48,Y,N,27,0,0
1996,4308952,CE,50,42,N,N,17.5,6,256
1996,4308934,CE,8,37,N,N,3,1,24
1996,4308941,CE,58,44,N,N,0,0,0
1996,4308933,CW,5,80,N,N,,,
1996,4308932,CE,10,50,N,N,,,
1996,4309021,CE,60,15,N,N,22.5,6,0
1996,4308944,CE,92,29,N,N,29.5,33.5,543
1996,4308936,CE,48,41,Y,N,39,27.2,773
1996,4508748,CE,94,48,Y,N,25.5,0,0
1996,4308931,CE,61,40,N,Y,35,7,0
1996,4508833,CE,86,51,Y,N,25.5,0,0
1996,4508885,SE,46,30,Y,,,,
1996,4608914,NW,26,26,N,,,,
1996,4508981,CW,14,64,N,Y,,,
1996,4508887,NW,27,59,N,Y,,,
1996,4608911,SW,23,60,N,,,,
1996,4508876,CW,30,33,N,,,,
1996,4508981,CE,36,41,N,,,,
1996,4608914,NW,27,37,N,,,,
1996,4508886,NW,27,66,N,,,,
1996,4508887,CE,34,41,N,,,,
1996,4308876,CE,1,100,,,,,
1996,4408774,CE,2,100,,,,,
1996,4508638,SW,3,100,,,,,
1996,4408782,CW,1,100,,,,,
1996,4208985,NW,1,100,,,,,
1996,,,3,100,,,,,
1996,4308728,CE,1,100,,,,,
1996,,,1,100,,,,,
1996,,,6,100,,,,,
1996,4308923,CW,7,100,,,,,
1996,,,4,100,,,,,
1996,4208788,NE,1,100,,,,,
1996,4308921,CE,5,100,,,,,
1996,,,7,57,,,,,
1996,,,5,100,,,,,
1996,,,3,100,,,,,
1996,,,4,75,,,,,
1996,,,5,80,,,,,
1996,,,5,100,,,,,
1996,,,3,66,,,,,
1996,,,6,66,,,,,
1995,,,6,100,,,,,
1996,,,5,100,,,,,
1995,,,1,,,,,,
1996,,,1,,,,,,
1996,4308942,CE,8,100,,,,,
1996,4308816,CE,21,23,N,N,8,0,245
1996,4308818,CE,3,100,N,N,0,0,0
1996,4308813,CE,31,9,N,N,8,2,80
1996,4308818,CW,38,21,Y,N,,,
1996,4308834,CE,44,38,N,N,24,0,24
1996,4408977,CE,14,14,N,N,2.5,0,10
1996,4408757,CE,27,25,N,N,2.4166,0,27.2
1996,4608818,SE,27,48,N,,,,
1996,4308954,CE,23,52,N,N,21.75,9,141
1996,4409062,CW,56,46,Y,N,27.25,0,0
1996,4309131,CE,5,20,N,N,,,
1996,4309112,CE,19,15,N,N,,,
1996,4309028,CE,38,23,,,5,4,40
1996,4309111,CE,42,33,,Y,8.5,0,50
1996,4309018,CE,37,43,N,N,5,2,80
1996,4309172,CE,42,83,N,Y,32,6.25,198
1996,4309027,CE,38,42,Y,,8,15,30
1996,4309171,NE,70,45,N,N,31,10.25,400
1996,4408881,CE,15,93,N,N,,,
1996,4408787,SW,33,48,N,N,,,
1996,4309182,CE,42,11,N,Y,21,8,0
1996,4409161,NW,8,12,Y,N,5,0,0
1996,4409161,CE,11,,N,N,2,1,30
1996,4409173,CE,34,23,,,,,
1996,4309037,CE,45,33,Y,N,35,6.5,148
1996,4509123,CE,77,49,Y,Y,31,6,360
1996,4509122,CE,80,51,Y,Y,31,18,700
1996,4409183,NW,45,37,,N,,,
1996,4509125,CE,70,50,Y,Y,22,10.5,450
1996,4509124,CE,91,45,Y,Y,20.5,4,240
1996,4509112,CE,72,50,Y,Y,23,10,240
1996,4409163,CE,69,47,Y,Y,21,3.5,180
1996,4409068,CE,61,49,Y,Y,30,12,630
1995,4508982,SW,39,17,N,N,3.25,0,0
1995,4508985,CE,15,0,N,N,2.5,0.5,17
1995,4508952,CE,14,21,N,N,10,3,90
1995,4508951,CE,19,15,N,N,10,2,60
1996,4508974,CE,35,,Y,,4.25,0.6766000000000001,10
1996,4608925,CE,66,7,N,N,6,1.5,42
1996,4508981,CE,67,35,N,N,6.5,0,0
1996,4508981,CE,19,57,,N,3,1.5,60
1996,4508981,CE,59,23,N,N,20,0,0
1996,4608913,CE,58,34,N,N,24.5,0,3.5999999999999996
1996,4608913,CW,22,27,N,N,0,0,0
1996,4508957,CE,12,41,N,N,3.5,1,46
1996,4508958,CE,44,22,N,N,3.5,1.25,52
1996,4508968,CE,44,11,N,N,5.5,2.25,90
1996,4508972,CW,39,25,,N,10,5,100
1996,4508972,CW,39,12,,,5,1.2000000000000002,66
1996,4508982,SW,12,25,N,N,3,0,0
1996,4608924,CE,39,51,Y,,0,0,0
1996,4508982,CE,20,75,Y,N,14.5,1.68,101
1996,4608911,CE,15,60,Y,N,7.5,0,0
1996,4508971,CE,45,20,,N,14,7.5,207
1996,4508972,NE,89,35,,N,9,1.75,30
1996,4508963,CE,76,25,Y,Y,24.5,6,381
1996,4508972,CW,29,10,Y,N,2,2,100
1996,4209171,SW,16,87,Y,N,0,0,0
1996,4209171,CW,22,100,Y,N,0,0,0
1996,4209171,SE,11,100,Y,N,0,0,0
1996,4209171,CE,8,100,Y,N,0,0,0
1996,4608915,CE,82,35,,,23.75,0,264
1996,4508983,CE,32,43,Y,N,,,
1996,4608912,CE,42,7,,,2.75,1,56
1996,4608914,CE,22,54,,,11.5,0,182
1996,4508984,CE,58,53,Y,,27,5.2,195
1996,4509122,CE,48,27,N,N,26,26,0
1996,4409188,CE,13,76,N,N,23,30,84
1996,4508916,CE,27,11,N,N,13.5,4,88
1996,4409165,CW,51,47,Y,,0,0,0
1996,4409176,CE,51,25,Y,N,6,0,120
1996,4409165,NE,52,42,Y,N,25.75,0,0
1996,4508824,CE,55,3,Y,N,24,8,500
1996,4409161,CE,90,53,Y,Y,41,4,240
1996,4508917,CE,58,17,N,N,52,0,360
1996,4409178,CE,52,42,,Y,20,0,0
1996,4409173,CE,51,41,Y,N,12,10.75,330
1996,4508863,CE,62,38,Y,N,43,15,780
1996,4508915,CE,65,13,N,N,34,0,224
1996,4508914,CE,74,20,N,N,34,0,352
1996,4508918,CE,66,16,N,N,38,0,360
1996,4409161,NE,74,54,Y,Y,43,7,360
1996,4409078,CE,77,46,N,Y,32.5,6,360
1996,4409171,CE,81,41,N,Y,29.5,12,500
1996,4409172,CE,82,50,Y,Y,34,4.680000000000001,240
1995,,,4,75,,,,,
1996,4408863,CE,1,100,,,,,
1996,4308954,CW,1,100,,,,,
1996,4309065,NW,2,100,,,3,,
1996,,,4,75,,,0.083,,
1996,4308852,SE,33,21,N,N,16.05,9.4,27
1996,4308853,CE,20,70,N,,9,0,6
1996,4308863,CE,53,45,,,0,31,79
1996,4308847,CE,34,61,,N,20.25,3,72
1996,4308872,CE,6,100,N,,6.5,0,114
1996,4308862,CE,60,53,,,11.5,0,65.5
1996,4308852,NE,74,52,Y,,20,0,19
1996,4308854,CE,32,28,Y,Y,14.5,6,453
1996,4308852,CE,48,45,,,12.5,0,43
1996,4308877,NW,55,47,N,,25,0,125
1996,4408816,NW,1,100,,,,,
2000,4308914,NE,76,78,,,,,
1996,,,4,100,,,,,
1996,4409046,CW,12,8,,,,,
1996,4308728,NW,23,13,,,0,0,0
1995,4208957,NE,1,100,,,,,
1995,4208955,NE,1,100,,,,,
1995,,,1,100,,,,,
1995,,,2,100,,,,,
1996,,,4,50,,,,,
1996,4308834,SE,3,100,,,,,
1996,,,4,100,,,,,
1996,,,3,100,,,,,
1996,4508956,CW,2,50,,,,,
1996,4508964,SE,3,100,,,,,
1996,4608911,SW,2,50,,,,,
1996,,,4,100,,,,,
1996,,,2,,,,,,
1996,4309056,NE,1,100,,,,,
1995,4208883,CW,1,100,,,,,
1995,,,7,71,,,,,
1996,,,5,80,,,,,
1996,4508955,NE,8,,,,,,
1996,4409164,NW,9,66,,,,,
1996,,,2,100,,,,,
1996,,,15,86,,,,,
1996,,,9,55,,,,,
1996,,,8,37,,,,,
1996,,,9,44,,,,,
1996,,,7,85,,,,,
1996,4308841,CE,50,70,N,,21,0,0
1996,4208787,NW,39,7,,,9,1.32,20
1996,4308811,SE,28,28,,,,,
1996,4308831,NE,63,9,,Y,12,0,0
1996,,,4,100,,,,,
1996,4408813,CE,16,25,,N,9.5,18.3,140
1996,4308882,NW,29,34,Y,N,12,0,0
1996,4408811,CE,48,31,,N,8,1.5,40
1996,4308885,CE,53,30,N,,8,1.75,35
1996,4408757,SW,52,36,,,,,
1996,4408841,SE,30,33,,,14,0,50
1996,4408852,SE,34,20,,,14,0,60
1996,4508712,CE,1,100,,,,,
1996,4509175,CE,1,,,,,,
1996,4308887,NE,1,100,,,,,
1996,,,6,100,,,,,
1996,,,10,100,,,,,
1996,4309132,NE,2,50,,,,,
1996,4508836,CE,88,50,Y,,47,0,0
1996,,,9,77,,,,,
1996,4308918,SE,1,100,,,,,
1996,,,11,72,,,5,,
1996,,,4,100,,,,,
1996,,,2,100,,,,,
1996,,,8,100,,,,,
1996,4208882,SW,1,0,,,,,
1995,4409087,CW,27,18,N,N,0,0,0
1995,4409048,CE,25,8,N,N,10.5,2.5,110
1995,4509036,CE,68,8,N,N,10,0,0
1996,4509026,CE,12,25,Y,N,13,6,0
1996,4509034,CE,31,32,N,N,18,4,186
1996,4409054,CE,26,30,N,N,7.75,0.48,21
1996,4409087,CE,46,36,N,,18,7.5,507.4
1996,4409035,CE,52,15,Y,N,32,28.5,1425
1996,4409036,CE,26,46,Y,N,53,38.5,2100
1996,4409028,SW,21,19,Y,N,0,0,0
1996,4409048,CE,42,16,N,N,20.75,7,280
1995,4409141,SE,7,0,,,,,
1996,,,6,100,,,,,
1996,,,7,100,,,,,
1996,,,3,100,,,,,
1996,4309025,CE,1,100,,,,,
1996,,,10,80,,,,,
1996,4309034,CW,2,100,,,,,
1996,4309044,CE,14,50,Y,N,18,0,0
1996,4309043,NW,35,14,N,N,4.5,4.5,27
1996,4509272,CE,62,22,N,N,12,0,0
1996,4309033,CE,46,26,N,N,13,2.5,60
1996,4309035,SE,53,16,,,17.25,21.25,40
1995,4409028,CE,39,28,N,N,1.5,2.75,58
1996,4509025,CE,69,13,Y,N,0,0,0
1996,4409028,CE,11,0,N,N,0,0,0
1996,4509013,SW,4,50,,N,,,
1996,4409084,CE,1,100,,N,,,
1996,4208884,CE,2,50,N,N,2,0,3
1996,4208884,NW,39,53,Y,N,,,
1996,4208884,CW,34,35,Y,N,15,3.75,138
1996,4208884,NE,15,60,Y,N,14.5,2.5,92
1996,4308822,CE,19,31,Y,N,25.8,13.5,314.1
1996,4308815,SW,13,38,N,N,,,
1996,4308812,CW,18,33,N,N,8.75,0.17,2
1996,4308815,CE,20,70,,N,0,0,0
1995,4508977,CE,18,0,N,N,0.5,0,0
1996,4508977,CE,34,,N,N,0.5,0,0
1996,4508972,CW,23,17,N,N,1.5,3,38
1996,4508956,CE,58,29,N,N,31,30.6,1356
1996,4508956,SE,88,20,N,N,39,1.28,80
1996,4309045,NE,14,57,N,N,14,0.25,10
1996,4309045,CE,11,18,N,N,7,2.75,4
1996,4509085,CE,2,100,N,N,0.5,0,0
1996,4509078,CW,73,36,N,N,27,8,174
1996,4509078,CE,19,89,N,N,20,9,190
1996,4408851,CE,25,36,N,,3,0,12
1996,4509126,CE,10,100,,N,0,0,0
1996,4308983,SE,30,66,Y,Y,15.5,4.5,143
1996,4308964,CE,12,100,N,N,6,1,40
1996,4308983,CE,18,77,Y,Y,9.5,3,112
1996,4308981,SW,21,4,N,N,3.5,0,0
1996,4308982,CE,9,33,N,N,2.25,0.75,35
1996,4308888,SE,6,16,N,N,2,0,0
1996,4308888,CE,14,50,N,N,8,1.5,30
1996,4408925,CE,59,37,N,N,25,0,56
1996,4308985,CE,69,71,Y,Y,29,8.5,373
1995,4308818,CE,71,28,Y,,19.25,4.75,41
1995,4208888,CW,60,60,Y,N,35.5,10.95,54
1996,4308984,CE,65,64,Y,N,16,1.75,178
1996,4308962,NW,103,60,Y,Y,46,17,548
1996,4208882,NE,11,27,N,N,36,14,202.5
1996,4208882,NW,14,7,N,N,14.25,13,187.9
1996,4308981,CE,47,34,N,N,9.5,6.75,194
1996,4308981,CW,41,12,N,N,13.5,14.5,280
1996,4308971,NE,30,40,Y,N,20,1.5,30
1996,4308818,CE,12,41,N,N,6.75,0.5,3
1996,4308812,SW,35,42,,Y,,,
1996,4208888,CW,10,30,N,N,18,6.9,19.5
1996,,,9,100,,,,,
1996,,,5,100,,,,,
1996,,,4,100,,,,,
1996,,,5,100,,,,,
1996,,,6,100,,,,,
1996,,,6,100,,,,,
1996,,,7,100,,,,,
1996,4308812,SE,2,100,,,,,
1996,,,5,100,,,,,
1996,4308814,CE,6,100,,,,,
1996,4608926,CE,1,100,,,,,
1996,,,8,0,,,1,,
1996,,,2,100,,,,,
1997,4408758,CE,1,100,,,,,
1996,,,5,100,,,,,
1996,,,2,100,,,,,
1996,,,8,100,,,,,
1996,,,5,100,,,0,0,0
1996,4208882,NW,2,100,,,,,
1996,4308813,SE,1,0,,,,,
1996,,,6,100,,,,,
1996,4409285,CE,19,100,N,,19,5,200
1996,4408747,CE,44,6,N,N,5,1.25,93
1995,4408953,CE,1,100,,,,,
1995,4308812,NE,39,17,Y,N,18,22,116
1995,4208885,CE,16,18,N,N,,,
1996,4308818,CW,24,33,N,N,28,3,120
1996,4308826,CE,34,32,N,N,17.5,2.75,52
1996,4208874,NW,79,29,N,N,32,57.1,1597
1996,4208874,CW,76,27,N,N,19,41,1496
1996,4308841,SE,95,41,N,N,23,0,0
1996,4308718,CE,7,85,N,Y,9.5,0,0
1996,4508952,CE,27,14,N,N,17,5.5,237
1996,4308821,NE,69,24,,,16.25,13,288
1996,4508966,CE,34,41,N,N,8,3.7,167
1996,4508951,CE,47,14,N,N,29.5,9.75,331
1996,4508818,CE,9,77,N,N,5,1,50
1996,4508816,CE,2,100,N,N,2,1,50
1996,,,11,90,,,,,
1996,,,126,0,,,,,
1996,4308825,CE,26,30,,N,,,
1996,4208885,CE,23,26,N,N,6,0.5,30
1996,4208886,CE,25,20,N,N,7,1,30
1995,4208885,CE,5,100,N,N,2,0.25,15
1995,4208885,SW,7,100,N,N,2,0,10
1995,4208886,CE,3,66,N,N,3,0.5,30
1995,4508847,CE,35,8,N,N,6,4,230
1995,4308871,SW,7,14,,,,,
1995,,,1,100,,,,,
1995,4208875,NW,5,100,,,,,
1996,4208875,NW,19,36,,N,,,
1995,,,1,100,,,,,
1995,,,1,100,,,,,
1995,,,7,85,,,,,
1995,4609134,NW,8,75,,,,,
1995,,,4,100,,,,,
1995,,,7,100,,,,,
1995,4309182,CW,4,100,,,,,
1995,,,2,100,,,,,
1995,4509143,NW,4,100,,,,,
1995,4509246,SW,3,100,,,,,
1995,,,30,100,,,,,
1995,,,4,100,,,,,
1995,,,9,100,,,,,
1995,4508883,SE,8,,,,,,
1995,4508924,SE,6,16,,,,,
1995,,,9,100,,,,,
1995,4408774,SW,3,100,,,,,
1995,4508923,CE,58,22,N,N,13,13,165
1995,4508924,CE,43,16,N,N,20,9,212
1995,4208888,SW,62,50,Y,Y,20.6,0,0
1995,4208888,NW,70,20,N,N,6.58,0,0
1995,,,1,,,,,,
1995,,,1,0,,,,,
1995,,,1,0,,,,,
1995,,,1,,,,,,
1995,,,2,,,,,,
1995,,,2,0,,,,,
1995,,,2,0,,,,,
1995,,,3,,,,,,
1995,,,3,33,,,,,
1995,,,6,,,,,,
1996,4508825,CE,53,3,N,N,11,5.5,115
1996,4508825,NW,53,11,Y,N,13.5,5,40.4
1996,,,3,100,,,,,
1995,4408834,SE,1,,,,,,
1997,4408758,SE,1,100,,,,,
1997,4408773,CW,1,100,,,,,
1997,,,12,91,,,,,
1996,4208857,CE,37,40,Y,N,36.5,2.5,167
1996,4208855,SE,77,37,N,,,,
1996,4208971,CE,5,80,,N,12,0,30
1996,4208964,NW,33,0,N,Y,5,1.5,70
1996,4208964,CE,50,0,Y,Y,12,2.25,105
1996,4208952,SE,71,26,Y,N,17,0.5,6
1996,4208875,NW,7,57,,,,,
1995,4408875,SW,1,100,,,,,
1996,4408875,SW,1,100,,,,,
1997,4408875,SW,1,100,,,,,
1996,4208855,CE,86,29,N,N,,,
1996,4208865,CE,1,100,,,,,
1996,4208876,NW,1,100,,,,,
1996,,,1,100,,,,,
1997,4408758,SW,2,100,,,,,
1997,4508878,CE,13,0,N,N,0.5,0,0
1997,4508868,CE,29,17,N,N,4.5,0,0
1997,4508868,CW,22,9,N,N,1,0,0
1997,4508882,SE,30,16,N,N,3,0,0
1997,4508882,SW,14,35,N,N,1,0,0
1997,4508873,CE,35,22,N,N,10,0,0
1997,4508882,CE,52,34,N,N,9.5,0,0
1997,4508873,SE,27,14,N,N,3.5,0,0
1997,4508873,SW,23,21,N,N,3.5,0,0
1997,4508854,CE,41,29,N,N,8,0,0
1997,4508875,CW,16,18,N,N,2,0,0
1997,4508885,SW,27,18,N,N,4,0,0
1997,4508876,NE,36,22,N,N,3,0,0
1997,4508864,CE,74,39,N,N,11,0,0
1996,4309173,NE,4,75,,,,,
1997,4508855,CE,46,32,N,N,15,0,0
1997,4508858,CE,78,28,N,N,15.5,0,0
1997,4508885,NE,45,24,N,N,6.5,0,0
1997,4508857,CE,48,25,N,N,11.25,0,0
1997,4508875,NW,49,16,N,N,5,0,0
1997,4508885,CE,44,22,N,N,8.5,0,0
1997,4508875,CE,55,18,N,N,11,0,0
1997,4508876,CE,65,32,N,N,11,0,0
1997,4508856,CE,61,24,N,N,12.5,0,0
1997,4508855,SE,10,20,,,,,
1997,4508864,CW,8,50,,,,,
1997,4508858,NE,2,0,,,,,
1997,4508858,SW,5,20,,,,,
1997,4508856,NE,6,16,,,,,
1997,4508876,CW,9,11,,,,,
1997,4508854,NW,15,13,N,N,1,0,0
1997,4508882,CW,32,12,N,N,2,0,0
1997,4508857,CW,29,13,N,N,2,0,0
1997,4508854,SE,34,29,N,N,2,0,0
1997,4508855,SW,40,20,N,N,5,0,0
1997,4408852,SE,12,75,Y,N,4,0,0
1997,4408738,CE,9,66,Y,N,6,2,50
1997,4508885,CE,21,0,,,0.1,0,0
1997,4508885,SW,12,0,,,0.1,0,0
1997,4508885,SE,14,0,,,0.1666,0,0
1997,4508884,NW,20,5,,,0.333,0,0
1997,4508884,CW,29,3,,,0.666,0,0
1997,4408953,CW,18,27,N,N,3,0,0
1997,4408842,CE,67,31,Y,N,10.5,0,0
1997,4408747,CE,67,40,Y,N,14,7,322
1997,4508854,CW,22,4,N,N,0.5,0,0
1997,4308832,NE,62,30,N,N,8,1,32
1997,4309021,CE,8,50,,,,,
1997,4308728,CE,3,100,,,,,
1997,,,6,100,,,,,
1997,4408834,SE,6,100,,,,,
1997,,,9,77,,,,,
1997,,,10,10,,,,,
1997,,,9,100,,,,,
1997,4408913,SE,1,100,,,,,
1997,4508821,SW,1,100,,,,,
1997,,,8,50,,,,,
1997,,,9,88,,,,,
1997,,,9,55,,,,,
1997,,,9,100,,,,,
1997,,,8,62,,,,,
1997,,,9,55,,,,,
1997,4308823,CW,9,88,,,,,
1997,,,8,50,,,,,
1997,,,9,55,,,,,
1997,,,8,62,,,,,
1997,,,8,37,,,,,
1997,,,8,37,,,,,
1996,,,3,100,,,,,
1997,,,5,100,,,,,
1997,,,9,77,,,,,
1997,4508853,NE,1,0,,,,,
1996,4409025,NE,1,100,,,,,
1997,4408936,NE,1,100,,,,,
1997,,,8,100,,,,,
1997,,,2,100,,,,,
1997,,,9,44,,,,,
1996,4308834,CW,1,100,,,,,
1997,,,7,85,,,,,
1997,,,7,85,,,,,
1997,,,5,100,,,,,
1997,,,3,100,,,,,
1997,,,5,100,,,,,
1995,4308833,CE,1,100,,,,,
1997,,,6,100,,,,,
1997,,,5,100,,,,,
1997,,,4,25,,,,,
1997,4408745,NE,7,71,,,,,
1997,4408834,SE,10,100,,,,,
1997,,,6,100,,,,,
1997,4208878,CW,2,100,,,,,
1997,4308914,CE,2,100,,,,,
1997,,,5,100,,,,,
1997,,,7,100,,,,,
1997,4408824,NE,1,100,,,,,
1997,4309085,NE,1,100,,,,,
1997,4409014,CW,2,100,,,,,
1997,4409015,SE,2,100,,,,,
1997,4408787,SW,53,37,N,N,0,0,0
1997,4508863,CE,19,10,,N,6,0,0
1996,4509276,NW,7,0,,,0,0,0
1997,4508638,SW,25,80,,,,,
1997,4509241,CE,83,36,Y,,39.85,8.05,317
1997,4509137,CE,77,45,Y,,20.4,3.3,145
1997,4509148,CE,89,48,N,,31.55,7.8,409
1997,4509158,CE,96,40,Y,,54.7,8.8,577
1997,4509231,CE,76,40,N,,27.1,6.8,250
1997,4509136,CE,67,53,Y,,28.85,5,285
1997,4509146,CE,80,40,Y,,28.35,1.6500000000000001,115
1997,4509147,CE,84,42,Y,,34.3,3.2,265
1997,4509138,CE,73,34,Y,,24.15,5.05,218
1997,4509145,CE,81,40,Y,,25.25,3.45,145
1997,4509251,CE,93,40,Y,,39.75,6.9,438
1997,4509135,CE,89,47,Y,,26.75,4.9,261
1997,4609028,CE,79,54,Y,Y,28,6.8,405
1997,4609027,CE,79,60,Y,Y,28,4.5,225
1997,4609017,SW,36,25,N,N,4,1.2,75
1997,4609025,SE,30,26,N,N,3,0.2,20
1997,4609025,SW,59,16,N,N,1.6,0.2,20
1997,4609027,SW,39,5,N,N,0.5,0,0
1997,4609121,SE,35,5,N,N,2,0.4,20
1997,4609132,SE,37,16,N,N,1,1,40
1997,4609121,CE,79,53,Y,Y,25,6.8,330
1997,4609124,CE,93,52,Y,Y,26,8.9,500
1997,4609153,NE,77,62,Y,,26,4.8,307
1997,4609163,CE,63,57,Y,Y,24,6.3,407
1997,4609134,CE,88,60,Y,Y,29,7.3,440
1997,4609144,CE,69,47,,,28,4.9,325
1997,4609153,CE,71,53,,,21,5.8,372
1997,4609152,CE,73,52,,,27,6.4,405
1997,4609131,CE,80,56,Y,Y,22,4,165
1997,4609132,CE,72,55,Y,Y,21,4,180
1997,4609122,CE,86,53,Y,Y,31,6,315
1997,4609123,CE,86,61,Y,Y,26,7.5,380
1997,4609025,CE,84,48,Y,Y,25,3,180
1997,4509043,CE,69,49,Y,Y,25,9,453
1997,4509052,CE,69,52,Y,Y,27.5,10.5,604
1997,4509054,CE,56,55,Y,Y,24.5,8,398
1997,4509044,CE,63,49,Y,Y,23.5,6.5,416
1997,4509056,CE,68,50,Y,Y,21,7,345
1997,4509045,CE,65,60,Y,Y,25,8,438
1997,4509046,CE,62,46,N,Y,24.5,9.5,539
1997,4509042,CE,59,50,Y,Y,25,7,308
1997,4509055,CE,71,54,Y,Y,25,6,307
1997,4509053,CE,71,50,Y,Y,26.5,10.5,489
1997,4509041,CE,70,51,Y,Y,25,4.5,222
1997,4509051,CE,81,50,Y,Y,26,3,157
1997,4508866,CE,16,75,Y,N,61.5,0,1050
1997,4508888,CE,27,48,,,10,4.5,167.7
1997,4309074,CE,74,43,N,N,6.5,0,0
1997,4309076,CE,17,17,N,N,4,0,45
1997,4309084,CE,60,30,N,N,4,0,120
1997,4309075,NW,57,24,,,3.5,0,0
1997,4208853,NW,3,100,,,,,
1997,4309075,CE,39,46,N,N,4,0,85
1997,4408748,CE,61,40,N,N,17.75,3.5,70
1997,4408745,CE,31,12,N,N,3,0,0
1997,4609221,CE,82,48,Y,Y,49,56,2500
1997,4609137,CE,78,48,Y,Y,37,0,0
1997,4609223,CE,71,52,Y,Y,27,0,0
1997,4609221,SW,75,49,Y,Y,34.5,0,0
1997,4609233,CE,55,50,Y,Y,29,12,250
1997,4609232,CE,61,50,Y,Y,33,0,0
